IPO_DATE,SYMBOL,COMPANY_NAME,IPO_PRICE,CURRENT_PRICE,PERCENTAGE_RETURN
2020-05-22,NARI,Inari Medical,19,108.34,4.7021
2020-05-21,LGVW,Longview Acquisition,10,23.05,1.305
2020-05-21,SLQT,SelectQuote,20,29.39,0.4695
2020-05-20,BMRG,B. Riley Principal Merger II,10,10.68,0.068
2020-05-15,NOVS,Novus Capital,10,24.95,1.495
2020-05-15,ADCT,ADC Therapeutics SA,19,29.4,0.5474
2020-05-14,GIK,GigCapital3,10,12.02,0.202
2020-05-14,JWS,Jaws Acquisition,10,13.13,0.313
2020-05-08,CLEU,China Liberal Education Holdings,6,4.06,-0.3233
2020-05-08,KC,Kingsoft Cloud Holdings,17,47.43,1.79
2020-05-08,AYLA,Ayala Pharmaceuticals,15,13.6,-0.0933
2020-05-06,LOAK,Live Oak Acquisition,10,24.2,1.42
2020-05-06,SOAC,Sustainable Opportunities Acquisition,10,10.18,0.018
2020-05-05,GAN,GAN Limited,8.5,28.29,2.3282
2020-05-05,ROCH,Roth CH Acquisition I,10,28.9,1.89
2020-05-01,CGRO,Collective Growth,10,11.3,0.13
2020-05-01,LYRA,Lyra Therapeutics,16,14.02,-0.1238
2020-04-30,FVAC,Fortress Value Acquisition,10,14.39,0.439
2020-04-28,IPOB,Social Capital Hedosophia II,10,29.5,1.95
2020-04-24,ORIC,Oric Pharmaceuticals,16,28.81,0.8006
2020-04-24,PCPL,CC Neuberger Principal Holdings I,10,10.98,0.098
2020-04-24,CHAQ,Chardan Healthcare Acquisition 2,10,10.02,0.002
2020-04-22,IPOC,Social Capital Hedosophia III,10,16.02,0.602
2020-04-08,KROS,Keros Therapeutics,16,59.75,2.7344
2020-04-03,ZNTL,Zentalis Pharmaceuticals,18,46.15,1.5639
2020-04-01,WIMI,WiMi Hologram Cloud,5.5,8.96,0.6291
2020-03-12,IMRA,IMARA Inc.,16,10.4,-0.35
2020-03-11,DFPH,DFP Healthcare Acquisitions,10,10.05,0.005
2020-03-06,LSAC,LifeSci Acquisition,10,19,0.9
2020-03-06,FEAC,Flying Eagle Acquisition,10,17.68,0.768
2020-03-03,GFL,GFL Environmental,19,33.07,0.7405
2020-02-28,PASG,Passage Bio,18,20.65,0.1472
2020-02-24,ZCMD,Zhongchao,4,2.66,-0.335
2020-02-21,DMYT,dMY Technology Group,10,22.76,1.276
2020-02-20,ESSC,East Stone Acquisition,10,9.98,-0.002
2020-02-14,CCXX,Churchill Capital III,10,9.84,-0.016
2020-02-14,NBAC,Newborn Acquisition,10,15.66,0.566
2020-02-13,MEDS,Trxade Group,6.5,6.49,-0.0015
2020-02-13,ZGYH,Yunhong International,10,9.99,-0.001
2020-02-13,RVMD,Revolution Medicines,17,49.54,1.9141
2020-02-13,GRIL,Muscle Maker,5,2.4,-0.52
2020-02-12,HUIZ,Huize Holding,10.5,10.56,0.0057
2020-02-11,CCAC,CITIC Capital Acquisition,10,10.44,0.044
2020-02-11,GNRS,Greenrose Acquisition,10,9.95,-0.005
2020-02-07,PFHD,Professional Holding,18.5,17.11,-0.0751
2020-02-07,ONEW,OneWater Marine,12,42.48,2.54
2020-02-07,NREF,NexPoint Real Estate Finance,19,18.74,-0.0137
2020-02-06,SDGR,Schrodinger,17,81.25,3.7794
2020-02-06,BEAM,Beam Therapeutics,17,97.8,4.7529
2020-02-06,CSPR,Casper Sleep,12,8.25,-0.3125
2020-02-06,PPD,"PPD, Inc.",27,38.06,0.4096
2020-01-31,ONEM,1Life Healthcare,14,42.17,2.0121
2020-01-31,REYN,Reynolds Consumer Products,26,30.01,0.1542
2020-01-31,ARQT,Arcutis Biotherapeutics,17,32.34,0.9024
2020-01-30,ANPC,AnPac Bio-Medical Science,12,7.15,-0.4042
2020-01-30,BDTX,Black Diamond Therapeutics,19,25.85,0.3605
2020-01-29,ANVS,Annovis Bio,6,38.44,5.4067
2020-01-24,SCVX,SCVX Corp.,10,9.95,-0.005
2020-01-24,GHIV,Gores Holdings IV,10,11.54,0.154
2020-01-17,VEL,Velocity Financial,13,9.01,-0.3069
2020-01-17,IMAB,I-Mab,14,56.69,3.0493
2020-01-17,LIZI,Lizhi Inc.,11,12.35,0.1227
2020-01-17,DNK,Phoenix Tree Holdings,13.5,2.37,-0.8247
2019-12-30,MKD,Molecular Data,5.38,1.25,-0.7677
2019-12-19,MNPR,Monopar Therapeutics,8,7.05,-0.1188
2019-12-19,INDO,Indonesia Energy,11,7.01,-0.3627
2019-12-13,CIIC,CIIG Merger,10,24.35,1.435
2019-12-13,HCCO,Healthcare Merger Corp,10,8.97,-0.103
2019-12-13,SPT,Sprout Social,17,61,2.5882
2019-12-13,OCFT,OneConnect Financial Technology,10,15.78,0.578
2019-12-12,BILL,Bill.com,22,146.34,5.6518
2019-12-12,EH,EHang Holdings,12.5,46.31,2.7048
2019-12-11,XP,XP Inc.,27,39.64,0.4681
2019-12-11,LIVK,LIV Capital Acquisition,10,9.98,-0.002
2019-12-05,LMPX,LMP Automotive Holdings,5,19.78,2.956
2019-11-26,ALUS,Alussa Energy Acquisition,10,10.34,0.034
2019-11-22,CHPM,CHP Merger,10,10,0
2019-11-22,PINE,Alpine Income Property Trust,19,17.27,-0.0911
2019-11-22,PTAC,PropTech Acquisition,10,14.81,0.481
2019-11-21,SITM,SiTime,13,102.9,6.9154
2019-11-21,CAN,Canaan,9,27.62,2.0689
2019-11-20,SAQN,Software Acquisition Group,10,10.1,0.01
2019-11-20,AMHC,Amplitude Healthcare Acquisition,10,9.9,-0.01
2019-11-19,GRNV,Greenvision Acquisition,10,10.16,0.016
2019-11-13,YAYO,Rideshare Rental,4,3.7,-0.0763
2019-11-11,ETNB,89bio,16,25.09,0.5681
2019-11-08,SRAC,Stable Road Acquisition,10,15.08,0.508
2019-11-08,KRKR,36Kr Holdings,14.5,3.95,-0.7276
2019-11-08,JIH,Juniper Industrial Holdings,10,12.25,0.225
2019-11-08,TELA,TELA Bio,13,15.74,0.2108
2019-11-08,CNSP,CNS Pharmaceuticals,4,2.7,-0.325
2019-11-08,MOHO,ECMOHO Limited,10,2.46,-0.754
2019-11-07,CNTG,Centogene,14,13,-0.0714
2019-11-07,DFNS,LGL Systems Acquisition,10,9.98,-0.002
2019-11-07,GRTX,Galera Therapeutics,12,11.67,-0.0275
2019-11-07,SI,Silvergate Capital,12,160.36,12.36
2019-11-05,MCMJ,Merida Merger Corp. I,10,10,0
2019-11-05,QK,Q&K International Group,17,3.07,-0.8194
2019-11-01,DUO,Fangdd Network Group,13,7.37,-0.4331
2019-11-01,FSRV,Finserv Acquisition,10,13.8,0.38
2019-11-01,SFTW,Osprey Technology Acquisition,10,10.54,0.054
2019-10-31,RAPT,Rapt Therapeutics,12,23.46,0.955
2019-10-31,OYST,Oyster Point Pharma,16,22.43,0.4019
2019-10-25,PHAT,Phathom Pharmaceuticals,19,43.46,1.2874
2019-10-25,PGNY,Progyny,13,47.13,2.6254
2019-10-25,TFFP,TFF Pharmaceuticals,5,15.83,2.166
2019-10-25,DAO,Youdao,17,33.29,0.9582
2019-10-25,AIH,Aesthetic Medical International,12,7.7,-0.3583
2019-10-25,CABA,Cabaletta Bio,11,11.31,0.0282
2019-10-25,HAPP,Happiness Biotech Group,5.5,2.13,-0.6127
2019-10-24,BRP,BRP Group,14,27.18,0.9414
2019-10-18,GLEO,Galileo Acquisition,10,9.99,-0.001
2019-10-18,LATN,Union Acquisition Corp. II,10,10.01,0.001
2019-10-17,IPHA,Innate Pharma,5.5,4.5,-0.1818
2019-10-17,BRBR,Bellring Brands,14,24.98,0.7843
2019-10-11,VIR,Vir Biotechnology,20,53.67,1.6835
2019-10-11,HBT,HBT Financial,16,17.83,0.1144
2019-10-10,BNTX,BioNTech SE,15,107.59,6.1727
2019-10-03,VIE,Viela Bio,19,53.01,1.79
2019-10-03,MCBS,MetroCity Bankshares,13.5,16.16,0.197
2019-10-03,FREQ,Frequency Therapeutics,14,34.25,1.4464
2019-10-03,APRE,Aprea Therapeutics,15,5.7,-0.62
2019-09-26,PTON,Peloton Interactive,29,108.31,2.7348
2019-09-26,OPRT,Oportun Financial,15,21.1,0.4067
2019-09-19,PING,Ping Identity,15,23.11,0.5407
2019-09-19,DDOG,Datadog,27,84.03,2.1122
2019-09-19,XGN,Exagen,14,20,0.4286
2019-09-18,IGMS,IGM Biosciences,16,91.1,4.6938
2019-09-18,NVST,Envista Holdings,22,41.44,0.8836
2019-09-17,APXT,Apex Technology Acquisition,10,12.42,0.242
2019-09-13,SWTX,Springworks Therapeutics,18,68.2,2.7889
2019-09-13,NET,Cloudflare,15,71.69,3.7793
2019-09-13,STSA,Satsuma Pharmaceuticals,15,6.25,-0.5833
2019-09-13,EXPC,Experience Investment,10,11.92,0.192
2019-09-13,ALRS,Alerus Financial,21,34.25,0.631
2019-09-12,TXG,10X Genomics,39,177.76,3.5579
2019-09-12,SDC,SmileDirectClub,23,11.15,-0.5152
2019-09-11,NPA,New Providence Acquisition,10,12.48,0.248
2019-08-15,JFU,9F Inc.,9.5,2.09,-0.78
2019-08-15,CFB,CrossFirst Bankshares,14.5,14.47,-0.0021
2019-08-14,PLIN,China Xiangtai Food,5,1.13,-0.774
2019-08-09,THBR,Thunder Bridge Acquisition II,10,10.48,0.048
2019-08-08,SSPK,Silver Spike Acquisition,10,19.64,0.964
2019-08-08,INMD,InMode,14,71.06,4.0757
2019-08-05,HKIB,AMTD International,8.38,7.06,-0.1575
2019-08-02,ORSN,Orisun Acquisition,10,8.17,-0.183
2019-08-01,KRUS,Kura Sushi USA,14,36.25,1.5893
2019-08-01,SNDL,Sundial Growers,13,1.49,-0.8854
2019-08-01,DT,Dynatrace,16,50.9,2.1813
2019-07-31,NFIN,Netfin Acquisition,10,11.4,0.14
2019-07-31,BORR,Borr Drilling,9.3,1.14,-0.8774
2019-07-26,VIST,Vista Oil & Gas,9,2.83,-0.6856
2019-07-26,CCX,Churchill Capital Corp II,10,10.03,0.003
2019-07-26,BHAT,Blue Hat Interactive,4,1.52,-0.62
2019-07-26,SBE,Switchback Energy Acquisition,10,30.83,2.083
2019-07-26,WSG,Wanda Sports Group,8,2.5,-0.6881
2019-07-25,HCAT,Health Catalyst,26,46.96,0.8062
2019-07-25,NOVA,Sunnova Energy,12,35.53,1.9608
2019-07-25,LVGO,Livongo Health,28,139.77,3.9918
2019-07-25,CSTL,Castle Biosciences,16,66.53,3.1581
2019-07-25,PROS,ProSight Global,14,12.6,-0.1
2019-07-24,EIC,Eagle Point Income,19,15.35,-0.1921
2019-07-19,MDLA,Medallia,21,28.32,0.3486
2019-07-19,IFS,Intercorp Financial Services,46,29.44,-0.36
2019-07-19,AFYA,Afya,19,20.64,0.0863
2019-07-18,PHR,Phreesia,17,55.18,2.2459
2019-07-18,MIRM,Mirum Pharmaceuticals,15,19.64,0.3093
2019-07-18,CPAA,Conyers Park II Acquisition,10,8.86,-0.114
2019-07-18,ORCC,Owl Rock Capital,15.3,14.24,-0.0693
2019-07-18,AMK,AssetMark Financial,22,23.13,0.0514
2019-07-18,OAC,Oaktree Acquisition,10,16.38,0.638
2019-07-18,FULC,Fulcrum Therapeutics,16,11.36,-0.29
2019-07-18,IHRT,iHeartMedia,17,18.09,0.0641
2019-07-17,DOYU,DouYu,11.5,13.17,0.1452
2019-07-12,SCPE,SC Health,10,10.11,0.011
2019-07-12,PIC,Pivotal Investment II,10,19.54,0.954
2019-07-12,THCA,Tuscan Holdings Corp. II,10,10.12,0.012
2019-07-02,RMBI,Richmond Mutual Bancorporation,10,14.35,0.435
2019-06-28,KRTX,Karuna Therapeutics,16,116.69,6.2931
2019-06-28,REAL,"RealReal, Inc",20,23.32,0.166
2019-06-27,MORF,Morphic Holding,15,64.51,3.3007
2019-06-27,ADPT,Adaptive Biotechnologies,20,41.89,1.0945
2019-06-27,CHNG,Change Healthcare,13,22.75,0.75
2019-06-27,BBIO,BridgeBio Pharma,17,67.66,2.98
2019-06-26,LINX,Linx S.A.,9.4,6.7,-0.2872
2019-06-26,CMBM,Cambium Networks,12,49.48,3.1233
2019-06-20,AKRO,Akero Therapeutics,16,31.73,0.9831
2019-06-20,PSNL,Personalis,17,25.01,0.4712
2019-06-20,GO,Grocery Outlet,22,36.26,0.6482
2019-06-20,BCEL,Atreca,17,15.99,-0.0594
2019-06-20,WORK,Slack Technologies,26,40.8,0.5692
2019-06-20,PRVL,Prevail Therapeutics,17,23,0.3529
2019-06-20,SMMC,South Mountain Merger,10,16.8,0.68
2019-06-19,STOK,Stoke Therapeutics,18,47.9,1.6611
2019-06-14,CHWY,Chewy,22,82.53,2.7514
2019-06-13,FVRR,Fiverr International,21,224.93,9.711
2019-06-12,MWK,Mohawk Group Holdings,10,35.45,2.545
2019-06-12,CRWD,CrowdStrike,34,194.63,4.7244
2019-06-07,RVLV,Revolve Group,18,52.28,1.9044
2019-06-07,HYAC,Haymaker Acquisition II,10,9.52,-0.048
2019-06-06,GIX,GigCapital2,10,10.02,0.002
2019-06-06,GSX,GSX Techedu,10.5,86.6,7.2476
2019-05-23,BCYC,Bicycle Therapeutics,14,26,0.8571
2019-05-23,RTLR,Rattler Midstream,17.5,11.43,-0.3469
2019-05-23,IDYA,IDEAYA Biosciences,10,22.58,1.258
2019-05-21,GXGX,GX Acquisition,10,10.07,0.007
2019-05-17,FSLY,Fastly,16,70.8,3.425
2019-05-17,AVTR,Avantor,14,28.7,1.05
2019-05-17,LKNCY,Luckin Coffee,17,9.99,-0.4124
2019-05-15,PSTL,Postal Realty Trust,17,15.92,-0.0635
2019-05-14,APLT,Applied Therapeutics,10,20.33,1.033
2019-05-14,AGBA,AGBA Acquisition,10,10.55,0.055
2019-05-10,SONM,Sonim Technologies,11,0.98,-0.9111
2019-05-10,UBER,Uber Technologies,45,57.08,0.2684
2019-05-10,JFIN,Jiayin Group,10.5,8.22,-0.2171
2019-05-09,MEC,Mayville Engineering,17,16.4,-0.0353
2019-05-09,CRTX,Cortexyme,17,36.5,1.1471
2019-05-09,SPFI,South Plains Financial,17.5,24.41,0.3949
2019-05-09,NXTC,NextCure,15,11.93,-0.2047
2019-05-09,AXLA,Axcella Health,20,5.42,-0.729
2019-05-09,HHR,Headhunter Group,13.5,36.07,1.6719
2019-05-08,PSN,Parsons,27,37.7,0.3963
2019-05-07,LCA,Landcadia Holdings II,10,25.49,1.549
2019-05-07,TRVI,Trevi Therapeutics,10,2.75,-0.725
2019-05-06,TBBA,TEB Bancorp,10,9.28,-0.0725
2019-05-03,SCPL,SciPlay,16,15.99,-0.0006
2019-05-03,YJ,Yunji,11,2.63,-0.7609
2019-05-03,RRBI,Red River Bancshares,45,60.89,0.3531
2019-05-03,ATIF,ATIF Holdings,5,1.59,-0.682
2019-05-02,BYND,Beyond Meat,25,139.39,4.5756
2019-05-02,SY,So-Young International,13.8,12.03,-0.1283
2019-05-02,TMDX,TransMedics Group,16,44.29,1.7681
2019-04-30,WAFU,Wah Fu Education Group,5,5.94,0.188
2019-04-18,HOOK,HOOKIPA Pharma,14,14.7,0.05
2019-04-18,PINS,Pinterest,19,73.01,2.8426
2019-04-18,ZM,Zoom Video Communications,36,326.26,8.0628
2019-04-18,GNLN,Greenlane Holdings,17,5.53,-0.6747
2019-04-18,MNRL,Brigham Minerals,18,15.18,-0.1567
2019-04-17,PLMR,Palomar Holdings,15,69.97,3.6647
2019-04-17,TPTX,Turning Point Therapeutics,18,105.72,4.8733
2019-04-17,BWAY,Brainsway,11,8.48,-0.2291
2019-04-12,JMIA,Jumia Technologies AG,14.5,42.14,1.9062
2019-04-11,TUFN,Tufin Software Technologies,14,11.19,-0.2007
2019-04-11,PD,PagerDuty,24,41.18,0.7158
2019-04-05,GHSI,Guardion Health Sciences,4,2.62,-0.345
2019-04-04,SILK,Silk Road Medical,20,49.12,1.456
2019-04-04,RPLA,Replay Acquisition,10,10.15,0.015
2019-04-04,NGM,NGM Biopharmaceuticals,16,30.18,0.8863
2019-04-04,TW,Tradeweb Markets,27,73.71,1.73
2019-04-03,RUHN,Ruhnn Holding,12.5,3.39,-0.7292
2019-04-02,PBTS,Powerbridge Technologies,5,3.68,-0.264
2019-03-29,LYFT,Lyft,72,66.56,-0.0756
2019-03-29,PUYI,Puyi Inc.,6,5.56,-0.0733
2019-03-28,DTIL,Precision BioSciences,16,11.09,-0.3069
2019-03-28,JFK,8i Enterprises Acquisition,10,9,-0.1
2019-03-28,WTRE,Watford Holdings,25.26,34.9,0.3816
2019-03-27,GNFT,Genfit,22,4.81,-0.7814
2019-03-21,LEVI,Levi Strauss & Co.,17,25.01,0.4712
2019-03-20,INSU,Insurance Acquisition,10,11.66,0.166
2019-03-20,TIGR,UP Fintech Holding,8,20.76,1.595
2019-03-15,TRNE,Trine Acquisition,10,24.77,1.477
2019-03-08,FUTU,Futu Holdings,12,131.78,9.9817
2019-03-08,CRSA,Crescent Acquisition,10,10.06,0.006
2019-03-07,SWAV,ShockWave Medical,17,119.13,6.0076
2019-03-05,THCB,Tuscan Holdings,10,13.96,0.396
2019-03-01,HCAC,Hennessy Capital Acquisition Corp IV,10,19.49,0.949
2019-02-28,KLDO,Kaleido Biosciences,15,10.9,-0.2733
2019-02-28,SHLL,Tortoise Acquisition Corp.,10,44.91,3.491
2019-02-28,DPHC,DiamondPeak Holdings,10,18.21,0.821
2019-02-26,SLGG,Super League Gaming,11,10.14,-0.0782
2019-02-22,ACAM,Acamar Partners Acquisition,10,12.3,0.23
2019-02-19,SOLY,Soliton,5,17.38,2.476
2019-02-15,AREC,American Resources,4,4.56,0.14
2019-02-15,MITO,Stealth BioTherapeutics,12,1.98,-0.835
2019-02-15,HOTH,Hoth Therapeutics,5.6,2.21,-0.6054
2019-02-14,TCRR,TCR2 Therapeutics,15,23.7,0.58
2019-02-13,IMAC,IMAC Holdings,5.13,2.06,-0.598
2019-02-12,ANCN,Anchiano Therapeutics,11.5,75.36,5.553
2019-02-08,HARP,Harpoon Therapeutics,14,19.07,0.3621
2019-02-08,RMG,RMG Acquisition,10,27,1.7
2019-02-08,GOSS,Gossamer Bio,16,9.38,-0.4138
2019-02-07,MNCL,Monocle Acquisition,10,12.2,0.22
2019-02-07,ALEC,Alector,19,21.02,0.1063
2019-02-04,IPV,InterPrivate Acquisition,10,13.04,0.304
2019-02-04,INMB,Inmune Bio,8,13.93,0.7413
2019-02-01,GMHI,Gores Metropoulos,10,18,0.8
2019-01-31,NFE,New Fortress Energy,14,52,2.7143
2019-01-29,ANDA,Andina Acquisition III,10,10.66,0.066
2019-01-17,RBKB,Rhinebeck Bancorp,10,10.49,0.049
2019-01-09,BCOW,1895 Bancorp of Wisconsin,10,14.94,0.494
2019-01-08,MDJH,MDJM Ltd.,5,4.25,-0.15
2019-01-08,MTC,"MMTec, Inc.",4,2.83,-0.2925
2019-01-04,SXTC,China SXT Pharmaceuticals,4,2.03,-0.4925
