symbol,fiscaldate_end,reported_currency,operating_cashflow,payments_foroperating_activities,proceeds_fromoperating_activities,changein_operating_liabilities,changein_operating_assets,dpr_depletion_amort,capital_expenditures,changein_receivables,changein_inventory,profit_loss,cashflow_frominvestment,cashflow_fromfinancing,proceeds_fromrepayment_shortterm_debt,payments_forrepurchase_commonstock,payments_forrepurchase_equity,payments_forrepurchase_preferredstock,div_payout,div_payout_commonstock,div_payout_preferredStock,proceeds_fromissuance_commonstock,proceeds_fromissuance_longterm_debtcapital_secnet,proceeds_fromissuance_preferredstock,proceeds_fromrepurchase_equity,proceeds_fromsale_treasurystock,changein_cash_cashequivalents,changein_exchangerate,netincome
INMD,9/30/2018,USD,7226000,0,0,0,0,53000,82000,0,213000,0,-19594000,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8638000
INMD,6/30/2018,USD,12802000,0,0,0,0,43000,166000,0,72000,0,-2840000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7580000
INTZ,12/31/2020,USD,-2810000,205000,0,-350000,280000,67000,167000,203000,0,-3924000,-167000,18176000,0,0,0,0,0,0,0,0,0,0,18187000,0,15199000,0,-3928000
INTZ,9/30/2020,USD,-1341000,-2000,0,-259000,243000,57000,91000,-37000,0,-1416000,-91000,65000,0,0,0,0,32000,-32000,0,0,0,0,108000,0,-1367000,0,-1409000
INTZ,6/30/2020,USD,-884000,91000,0,32000,252000,55000,22000,35000,0,-713000,-22000,561000,0,0,0,0,-67000,-67000,0,0,0,0,10000,0,-345000,0,-715000
INTZ,3/31/2020,USD,-142000,88000,0,-96000,-517000,52000,40000,-534000,0,-464000,-40000,65000,0,0,0,0,0,0,0,0,0,0,75000,0,-117000,0,-465000
INTZ,12/31/2019,USD,1355000,540000,0,486000,-721000,48000,77000,-1138000,0,251000,-77000,-55000,0,0,0,0,-47000,-47000,0,0,0,0,3000,0,1223000,0,296000
INTZ,9/30/2019,USD,678000,183000,0,-916000,-190000,50000,15000,-1000,0,1464000,-15000,-29000,0,0,0,0,-23000,-23000,0,0,0,0,10000,0,634000,0,1464000
INTZ,6/30/2019,USD,1470000,0,0,241000,1828000,47000,72000,1213000,0,1767000,-72000,-872000,0,0,0,0,-47000,-47000,0,0,0,0,6000,0,526000,0,1758000
INTZ,3/31/2019,USD,787000,0,0,-307000,-381000,39000,96000,-475000,0,982000,-96000,-1392000,0,0,0,0,-597000,-597000,0,0,0,0,220000,0,-701000,0,947000
INTZ,12/31/2018,USD,786000,0,0,230000,1582000,37000,29000,850000,0,706000,-29000,42000,0,0,0,0,-597000,-597000,0,0,0,0,57000,0,799000,0,850000
INTZ,9/30/2018,USD,552000,0,0,-10000,-111000,31000,98000,49000,0,660000,-98000,23000,0,0,0,0,-597000,-597000,0,0,0,0,40000,0,477000,0,617000
INTZ,6/30/2018,USD,1446000,0,0,114000,-175000,32000,38000,-176000,0,522000,-38000,-1165000,0,0,0,0,-597000,-597000,0,0,0,0,1000,0,243000,0,474000
INTZ,3/31/2018,USD,-206000,0,0,87000,359000,33000,37000,282000,-15000,399000,-37000,152000,0,0,0,0,0,0,0,0,0,0,70000,0,-91000,0,346000
INTZ,12/31/2017,USD,-2000,0,0,-129000,122000,47000,7000,83000,-15000,34000,-7000,-30000,0,0,0,0,0,0,0,0,0,0,0,0,-39000,0,191000
INTZ,9/30/2017,USD,-349000,0,0,-247000,321000,50000,4000,390000,15000,617000,52000,-195000,0,0,0,0,0,0,0,0,0,0,0,0,-825000,0,568000
INTZ,6/30/2017,USD,-380000,0,0,991000,-62000,54000,0,-34000,15000,-380000,0,-478000,0,0,0,0,0,0,0,0,0,0,0,0,-380000,0,-438000
INTZ,3/31/2017,USD,-791000,0,0,-313000,-180000,55000,9000,-222000,15000,-301000,-9000,555000,0,0,0,0,0,0,0,0,0,0,11000,0,-116000,0,-351000
INTZ,12/31/2016,USD,-1388000,0,0,-208000,186000,73000,6000,157000,7000,-443000,-6000,498000,0,0,0,0,0,0,0,0,0,0,1000,0,-1042000,0,-341000
INTZ,9/30/2016,USD,-1113000,0,0,-376000,13000,72000,14000,29000,1000,-244000,-14000,230000,0,0,0,0,0,0,0,0,0,0,0,0,-1253000,0,-280000
INTZ,6/30/2016,USD,-352000,0,0,829000,-222000,72000,27000,-184000,-8000,-352000,-27000,-413000,0,0,0,0,0,0,0,0,0,0,0,0,-352000,0,-387000
INTZ,3/31/2016,USD,-1561000,0,0,-176000,194000,74000,0,163000,0,-513000,0,938000,0,0,0,0,0,0,0,0,0,0,99000,0,-479000,0,-544000
INZY,9/30/2020,USD,-10201000,0,0,0,0,43000,585000,0,0,0,-99666000,118861000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28095000
INZY,6/30/2020,USD,-8633000,0,0,0,0,26000,67000,0,0,0,5852000,31932000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9473000
INZY,3/31/2020,USD,-6265000,0,0,0,0,25000,101000,0,0,0,-3408000,5000,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,-7738000
INZY,12/31/2019,USD,-5320000,0,0,0,0,25000,17000,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6544000
INZY,9/30/2019,USD,-3317000,0,0,0,0,20000,79000,0,0,0,868000,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4035000
INZY,6/30/2019,USD,-4885000,0,0,0,0,19000,0,0,0,0,-5347000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4173000
INZY,3/31/2019,USD,-5288000,0,0,0,0,19000,43000,0,0,0,1758000,22932000,0,0,0,0,0,0,0,0,0,0,22932000,0,0,0,-4971000
IPHA,12/31/2020,EUR,3109000,0,0,0,0,0,0,0,0,0,-631000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPHA,9/30/2020,EUR,3109000,0,0,0,0,0,0,0,0,0,-631000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPHA,6/30/2020,EUR,-29012500,0,0,0,0,0,0,0,0,0,-6054000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPHA,3/31/2020,EUR,-29012500,0,0,0,0,0,0,0,0,0,-6054000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPHA,12/31/2019,EUR,-12355500,0,0,0,0,19146176.95,1051727.54,0,0,0,-161500,154970967.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67087588.41
IPHA,9/30/2019,EUR,-12355500,0,0,0,0,13633368.12,748900.92,0,0,0,-161500,110349771.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47770883.43
IPHA,6/30/2019,EUR,29817500,0,0,0,0,14566105.48,1574829.42,0,0,0,-30899000,-1647382.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28253037.79
IPHA,3/31/2019,EUR,29817500,0,0,0,0,13487351.37,1458198.85,0,0,0,-30899000,-1525378.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26160640.51
IPHA,12/31/2018,USD,800642.35,0,0,0,0,2809130.53,94058.27,0,0,0,5457100.25,35505276.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11034640.97
IPHA,9/30/2018,USD,808057.42,0,0,0,0,2835147.02,94929.38,0,0,0,5507640.66,35834105.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11136837.23
ITOS,9/30/2020,USD,-10231000,0,0,0,0,142000,103000,0,0,0,-105000,212873000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10680000
ITOS,6/30/2020,USD,-10002000,0,0,0,0,129000,92000,0,0,0,-101000,-1106000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7202000
ITOS,3/31/2020,USD,521000,0,0,0,0,121000,27000,0,0,0,-37000,127739000,0,0,0,0,0,0,0,0,0,0,-332000,0,0,0,-5247000
ITOS,12/31/2019,USD,-6943000,0,0,0,0,146000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5376000
ITOS,9/30/2019,USD,-5544000,0,0,0,0,158000,64000,0,0,0,-88000,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6921000
ITOS,6/30/2019,USD,-5843000,0,0,0,0,158000,142000,0,0,0,-177000,22474000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5755000
ITOS,3/31/2019,USD,-4815000,0,0,0,0,149000,531000,0,0,0,-617000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4402000
IVA,12/31/2020,USD,-11709000,0,0,0,0,0,0,0,0,0,-3777500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IVA,9/30/2020,USD,-11709000,0,0,0,0,0,0,0,0,0,-3777500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IVA,6/30/2020,USD,-3592000,0,0,0,0,0,0,0,0,0,-1002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IVA,3/31/2020,USD,-3580000,0,0,0,0,0,0,0,0,0,-1002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IVA,12/31/2019,USD,-4868000,0,0,0,0,1579000,136000,0,0,0,6500,8378000,0,0,0,0,0,0,0,0,0,0,8654000,0,0,0,-30218000
IVA,9/30/2019,USD,-4868000,0,0,0,0,0,0,0,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IVA,3/31/2019,USD,-8576000,0,0,0,0,0,0,0,0,0,-797000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMF,12/31/2020,USD,19702000,2000,0,26785000,11823000,15892000,2532000,4838000,0,-8965000,-5040000,2145000,0,0,0,0,0,0,0,0,0,0,2800000,0,17411000,0,-8965000
JAMF,9/30/2020,USD,23584000,3385000,0,33472000,22930000,11108000,470000,10958000,0,-5093000,-470000,115919000,0,0,0,0,0,0,0,0,0,0,328631000,0,139033000,0,-5093000
JFIN,9/30/2020,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86142000
JFIN,6/30/2020,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40642000
JFIN,3/31/2020,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40476000
JFIN,12/31/2019,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45730000
JFIN,9/30/2019,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81615000
JFIN,6/30/2019,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168873000
JFIN,3/31/2019,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254215000
JFIN,12/31/2018,CNY,-161484.53,0,0,0,0,1684.99,1181.1,0,0,0,-972.93,31448.34,0,0,0,0,-58152213.42,-58152213.42,0,0,0,0,0,0,0,0,72516.56
JFIN,9/30/2018,USD,19381560.37,0,0,0,0,1095954.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65428671.26
JFIN,6/30/2018,USD,-54213857.23,0,0,0,0,565686.86,396520.7,0,0,0,-326634.67,10557888.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31529694.06
JFIN,3/31/2018,USD,-57558793.09,0,0,0,0,600589.13,420985.59,0,0,0,-346787.68,11209298.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45081920.23
JFIN,12/31/2017,USD,15284091.78,0,0,0,0,240213.93,1467717.89,0,0,0,-1467717.89,296156.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22020840.06
JFU,12/31/2019,CNY,-429047000,0,0,0,0,28071000,56690000,0,0,0,-707611000,471978000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2153645000
JFU,9/30/2019,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15819000
JFU,6/30/2019,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168574000
JFU,3/31/2019,CNY,491352000,0,0,0,0,6543000,13005000,0,0,0,496864000,1532000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527382000
JFU,12/31/2018,CNY,2345892000,0,0,0,0,16123000,48575000,0,0,0,-1236820000,545886000,0,0,0,0,0,0,0,0,0,0,544785000,0,0,0,1975183000
JFU,6/30/2018,USD,54631823.64,0,0,0,0,-230053.99,659268.15,0,0,0,66842081.58,15146.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193125524.9
JFU,3/31/2018,USD,437325000,0,0,0,0,4603000,12857000,0,0,0,-577729000,408358000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291602000
JFU,12/31/2017,USD,235310000,0,0,0,0,1301000,28415000,0,0,0,194279000,355248000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1655740000
JIH,12/31/2020,USD,-282522,0,0,2462707,-20030,0,0,0,0,-2674019,213647,-244825,0,0,0,0,0,0,0,0,0,0,0,0,-313700,0,-2674019
JIH,9/30/2020,USD,-352654,0,0,806516,-38739,0,0,0,0,-1095793,213647,0,0,0,0,0,0,0,0,0,0,0,0,0,-352654,0,-1095793
JIH,6/30/2020,USD,-241851,0,0,0,0,0,0,0,0,-207225,259413,0,0,0,0,0,0,0,0,0,0,0,0,0,-207225,0,-207225
JMIA,12/31/2020,EUR,-26577000,0,0,0,0,2023000,672000,0,1431000,0,-519000,191032000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47084000
JMIA,9/30/2020,EUR,-20634000,0,0,0,0,1893000,923000,0,1120000,0,-791000,-679000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32323000
JMIA,6/30/2020,EUR,-11996000,0,0,0,0,2084000,468000,0,-3000,0,-621000,-1652000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39306000
JMIA,3/31/2020,EUR,-39265000,0,0,0,0,2128000,453000,0,-790000,0,61973000,-1582000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42217000
JMIA,12/31/2019,EUR,-50956000,0,0,0,0,2378000,2127000,0,1007000,0,-1936000,-4163000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-63461000
JMIA,9/30/2019,EUR,-42682000,0,0,0,0,2055000,1510000,0,3274000,0,-1456000,-2330000,0,0,0,0,0,0,0,0,0,0,329177000,0,0,0,-49818000
JMIA,6/30/2019,EUR,-49667000,0,0,0,0,1778000,1450000,0,-3127000,0,-928000,252159000,0,0,0,0,0,0,0,0,0,0,329172000,0,0,0,-67674000
JMIA,3/31/2019,EUR,-39300000,0,0,0,0,1700000,700000,0,-1700000,0,-700000,71200000,0,0,0,0,0,0,0,0,0,0,75000000,0,0,0,-45700000
JMIA,9/30/2018,USD,-44088909.47,0,0,0,0,642509.84,1245658.72,0,-1434359.81,0,-1569807.83,37013197.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46351007.18
JMIA,6/30/2018,USD,-39932495.34,0,0,0,0,577281.19,818202.98,0,-529562.38,0,-644785.85,74487895.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48637104.28
JMIA,3/31/2018,USD,-40718415.55,0,0,0,0,615081.81,615081.81,0,984130.89,0,-984130.89,29523926.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41333497.36
JUPW,9/30/2020,USD,-465755,0,0,0,0,46890,0,0,-35304,0,0,295000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-607289
JUPW,6/30/2020,USD,-391707,0,0,0,0,46733,0,0,-93863,0,0,334578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-433375
JUPW,3/31/2020,USD,-457638,0,0,0,0,20858,44000,0,57006,0,-289391,575000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-481798
JUPW,12/31/2019,USD,-313384,0,0,0,0,0,0,0,-60647,0,-289391,341000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-654998
JUPW,9/30/2019,USD,-193535,0,0,0,0,0,0,0,-15436,0,-289391,646225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-127896
JWS,3/31/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3413
KBNT,9/30/2020,USD,-1867422,0,0,0,0,88210,502971,0,0,0,-502971,10682112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4164500
KBNT,6/30/2020,USD,-440863,0,0,0,0,88030,1229,0,0,0,-1229,466190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1505320
KBNT,3/31/2020,USD,-166662,0,0,0,0,51115,356106,0,0,0,-356106,510000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-58098
KBNT,12/31/2019,USD,-738289,0,0,0,0,12828,32564,0,0,0,0,802456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1177843
KBNT,9/30/2019,USD,-481123,0,0,0,0,4303,0,0,0,0,-47449,20942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1354908
KBNT,6/30/2019,USD,-1493171,0,0,0,0,0,0,0,0,0,-25000,2027651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1135178
KBNT,3/31/2019,USD,20183,0,0,0,0,0,0,0,0,0,-25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KC,12/31/2020,CNY,-278242000,0,0,0,0,0,0,0,0,0,-308729000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-105212000
KC,9/30/2020,CNY,-103510000,0,0,0,0,0,0,0,0,0,-1037103000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-105533000
KC,6/30/2020,CNY,-2568000,0,0,0,0,0,0,0,0,0,-2673218000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-420173000
KC,3/31/2020,CNY,93887000,0,0,0,0,0,0,0,0,0,-294953000,138900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-331341000
KC,12/31/2019,CNY,-155376000,0,0,0,0,604581000,999653000,0,0,0,78104000,64507000,0,0,0,0,0,0,0,0,0,0,370294000,0,0,0,-239508000
KC,9/30/2019,CNY,-283756000,0,0,0,0,429716000,687729000,0,0,0,805143000,-244784000,0,0,0,0,0,0,0,0,0,0,21002000,0,0,0,-871691000
KC,6/30/2019,CNY,-2282000,0,0,0,0,0,0,0,0,0,376493000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-319739000
KC,3/31/2019,CNY,-154030000,0,0,0,0,0,0,0,0,0,279670000,20899000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-201360000
KC,12/31/2018,CNY,52098000,0,0,0,0,412352000,1096192000,0,0,0,475004000,2435832000,0,0,0,0,0,0,0,0,0,0,2851883000,0,0,0,-1006442000
KLDO,12/31/2020,USD,-11297000,532000,0,1606000,-3502000,540000,662000,0,0,-20016000,-662000,3649000,0,0,0,0,0,0,0,0,0,0,3728000,0,-8310000,0,-20016000
KLDO,9/30/2020,USD,-16466000,534000,0,1420000,-204000,503000,1466000,0,0,-23131000,-1466000,1432000,0,0,0,0,0,0,0,0,0,0,1455000,0,-16500000,0,-23131000
KLDO,6/30/2020,USD,-15856000,517000,0,2145000,2538000,388000,821000,0,0,-18922000,-821000,33779000,0,0,0,0,0,0,0,0,0,0,33802000,0,-18840000,0,-18922000
KLDO,3/31/2020,USD,-17899000,342000,0,-161000,1627000,369000,1075000,0,0,-19551000,-1075000,1539000,0,0,0,0,0,0,0,0,0,0,1561000,0,-17435000,0,-19551000
KLDO,12/31/2019,USD,-15647000,142000,0,921000,221000,354000,998000,0,0,-19512000,-998000,6712000,0,0,0,0,0,0,0,0,0,0,92000,0,-9933000,0,-19512000
KLDO,9/30/2019,USD,-17688000,246000,0,871000,-141000,340000,719000,0,0,-21961000,-719000,-277000,0,0,0,0,0,0,0,0,0,0,-255000,0,-18684000,0,-21961000
KLDO,6/30/2019,USD,-19665000,0,0,0,0,331000,743000,0,0,-24639000,-743000,-971000,0,0,0,0,0,0,0,0,0,0,-949000,0,-24952000,0,-24639000
KNTE,12/31/2019,USD,-3346000,0,0,0,0,0,0,0,0,0,0,74050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3942000
KRBP,9/30/2020,USD,-953400,0,0,0,0,50400,250800,0,0,0,-250800,-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2415700
KRBP,6/30/2020,USD,-1123500,0,0,0,0,34700,356000,0,0,0,-356000,120500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11366900
KRBP,3/31/2020,USD,-1480300,0,0,0,0,33800,406300,0,0,0,-406300,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1852700
KRBP,12/31/2019,USD,-1913000,0,0,0,0,23800,276200,0,0,0,0,2930500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2169700
KRBP,9/30/2019,USD,-600500,0,0,0,0,20700,6500,0,0,0,-6500,1580900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-886900
KRBP,6/30/2019,USD,-169100,0,0,0,0,0,0,0,0,0,-406300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRBP,3/31/2019,USD,-231300,0,0,0,0,0,0,0,0,0,-20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRKR,9/30/2020,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14016000
KRKR,6/30/2020,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79480000
KRKR,3/31/2020,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95375000
KRKR,12/31/2019,CNY,-158937000,0,0,0,0,4195000,4776000,0,0,0,9885000,278337000,0,0,0,0,0,0,0,0,0,0,276462000,0,0,0,30760000
KRKR,9/30/2019,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11153000
KRKR,6/30/2019,CNY,-48297000,0,0,0,0,1901000,2526000,0,0,0,57693000,5840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31758000
KRKR,3/31/2019,CNY,-46587000,0,0,0,0,949000,654000,0,0,0,8568000,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13604000
KRKR,12/31/2018,CNY,-5147.43,0,0,0,0,249.04,2814.49,0,0,0,13722.69,1304.39,0,0,0,0,0,0,0,0,0,0,324767.99,0,0,0,-13259.45
KRKR,9/30/2018,USD,-6906782.75,0,0,0,0,139396.41,176811.43,0,0,0,4823261.37,425104.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4154376.97
KRON,9/30/2020,USD,-10286000,0,0,0,0,196000,4165000,0,0,0,-20781000,149297000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39713000
KRON,6/30/2020,USD,-5998000,0,0,0,0,0,0,0,0,0,9650500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRON,3/31/2020,USD,-5998000,0,0,0,0,0,0,0,0,0,9650500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRON,12/31/2019,USD,-4942000,0,0,0,0,141000,637000,0,0,0,-33364500,44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5465000
KRON,9/30/2019,USD,-3486000,0,0,0,0,90000,1459000,0,0,0,-1459000,50182000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4013000
KROS,9/30/2020,USD,-10856000,0,0,0,0,72000,30000,0,0,0,-30000,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12036000
KROS,6/30/2020,USD,-9927000,0,0,0,0,68000,28000,0,0,0,-28000,100124000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10757000
KROS,3/31/2020,USD,-8120000,0,0,0,0,63000,176000,0,0,0,-176000,55794000,0,0,0,0,0,0,0,0,0,0,56013000,0,0,0,-11892000
KROS,12/31/2019,USD,-5498000,0,0,0,0,59000,18000,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2751000
KROS,9/30/2019,USD,-2955000,0,0,0,0,55000,82000,0,0,0,-82000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3549000
KROS,6/30/2019,USD,-5032000,0,0,0,0,49000,0,0,0,0,-171000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2853000
KROS,3/31/2019,USD,-2513000,0,0,0,0,45000,0,0,0,0,-171000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3183000
KRTX,12/31/2020,USD,-22945000,242000,0,1737000,5946000,48000,82000,0,0,-24009000,29661000,1545000,0,0,0,0,0,0,0,0,0,0,1545000,0,8261000,0,-24009000
KRTX,9/30/2020,USD,-22781000,183000,0,1024000,8985000,43000,104000,0,0,-18841000,-66830000,525000,0,0,0,0,0,0,0,0,0,0,680000,0,-89086000,0,-18841000
KRTX,6/30/2020,USD,-15789000,0,0,1375000,3756000,33000,157000,0,0,-17046000,-42055000,1072000,0,0,0,0,0,0,0,0,0,0,1356000,0,-17046000,0,-17046000
KRTX,3/31/2020,USD,-8341000,0,0,-1027000,-132000,21000,76000,0,0,-8658000,-10426000,517000,0,0,0,0,0,0,0,0,0,0,517000,0,-18250000,0,-8658000
KRTX,12/31/2019,USD,-6820000,0,0,1411000,986000,21000,40000,0,0,-7774000,-72619000,234224000,0,0,0,0,0,0,0,0,0,0,404964000,0,154785000,0,-7774000
KRTX,9/30/2019,USD,-8416000,0,0,76000,606000,15000,5000,0,0,-9038000,-42178000,94243000,0,0,0,0,0,0,0,0,0,0,170340000,0,43649000,0,-9038000
KRTX,6/30/2019,USD,-9573000,0,0,0,0,12000,53000,0,0,-15140000,-64521000,314000,0,0,0,0,0,0,0,0,0,0,74887000,0,0,0,-15140000
KRTX,3/31/2019,USD,-6114000,0,0,0,0,10000,17000,0,0,-12005000,4983000,76502000,0,0,0,0,0,0,0,0,0,0,75035000,0,0,0,-12005000
KRTX,12/31/2018,USD,-6864000,0,0,0,0,4000,132000,0,0,-8327000,-5115000,2700000,0,0,0,0,0,0,0,0,0,0,15877000,0,0,0,-8327000
KRTX,9/30/2018,USD,-2131000,0,0,0,0,10000,17000,0,0,-6238000,4983000,17877000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6238000
KRUS,11/30/2020,USD,-2731000,907000,0,1624000,398000,1002000,6519000,246000,87000,-6350000,-6619000,2836000,0,0,0,0,0,0,0,0,3000000,0,94000,0,-6514000,0,-6350000
KRUS,8/31/2020,USD,-2309000,1934000,0,3159000,707000,945000,5052000,214000,-40000,-6849000,-5206000,-256000,0,0,0,0,0,0,0,0,0,0,0,0,-7771000,0,-6849000
KRUS,5/31/2020,USD,-10423000,727000,0,-2221000,583000,800000,2276000,-712000,8000,-9152000,-2276000,-257000,0,0,0,0,0,0,0,0,0,0,15000,0,-12956000,0,-9152000
KRUS,2/29/2020,USD,1266000,0,0,0,0,700000,3878000,0,16000,-133000,-4051000,-239000,0,0,0,0,0,0,0,0,0,0,15000,0,567000,0,-133000
KRUS,11/30/2019,USD,-1538000,0,0,0,0,685000,3194000,0,-106000,-1224000,-3244000,-252000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1224000
KRUS,8/31/2019,USD,2555000,0,0,0,0,628000,3038000,0,71000,916000,-3547000,37771000,0,0,0,0,0,0,0,0,0,0,43422000,0,0,0,916000
